Date,Temperature,Humidity,Wind_Speed,Preciptation,City
02/12/2013,50,77,1,0,Mountain View
03/12/2013,50,65,4,0,Mountain View
04/12/2013,41,59,2,0,Mountain View
05/12/2013,38,55,1,0,Mountain View
06/12/2013,44,63,2,0.08,Mountain View
07/12/2013,45,62,5,0.08,Mountain View
08/12/2013,38,59,2,0,Mountain View
09/12/2013,38,52,1,0,Mountain View
10/12/2013,38,62,1,0,Mountain View
11/12/2013,42,61,1,0,Mountain View
12/12/2013,42,63,1,0,Mountain View
13/12/2013,44,67,1,0,Mountain View
14/12/2013,45,65,1,0,Mountain View
15/12/2013,45,66,1,0,Mountain View
16/12/2013,48,63,1,0,Mountain View
17/12/2013,50,63,1,0,Mountain View
18/12/2013,50,72,1,0,Mountain View
19/12/2013,48,64,3,0,Mountain View
20/12/2013,46,47,1,0,Mountain View
21/12/2013,47,66,2,0,Mountain View
22/12/2013,50,65,1,0,Mountain View
23/12/2013,48,67,1,0,Mountain View
24/12/2013,50,65,1,0,Mountain View
25/12/2013,48,66,1,0,Mountain View
26/12/2013,49,66,1,0,Mountain View
27/12/2013,46,69,1,0,Mountain View
28/12/2013,47,62,2,0,Mountain View
29/12/2013,49,52,1,0,Mountain View
30/12/2013,47,59,1,0,Mountain View
31/12/2013,46,70,1,0,Mountain View
01/01/2014,46,69,2,0,Mountain View
02/01/2014,48,64,1,0,Mountain View
03/01/2014,49,65,1,0,Mountain View
04/01/2014,49,63,1,0,Mountain View
05/01/2014,47,55,2,0,Mountain View
06/01/2014,48,64,1,0,Mountain View
07/01/2014,50,68,1,0,Mountain View
08/01/2014,52,77,2,0,Mountain View
09/01/2014,50,76,2,0,Mountain View
10/01/2014,49,74,1,0,Mountain View
11/01/2014,49,77,1,0,Mountain View
12/01/2014,48,71,3,0,Mountain View
13/01/2014,51,59,6,0,Mountain View
14/01/2014,54,49,6,0,Mountain View
15/01/2014,52,51,4,0,Mountain View
16/01/2014,52,53,4,0,Mountain View
17/01/2014,50,58,6,0,Mountain View
18/01/2014,49,57,4,0,Mountain View
19/01/2014,48,58,5,0,Mountain View
20/01/2014,50,57,4,0,Mountain View
21/01/2014,49,57,5,0,Mountain View
22/01/2014,50,56,5,0,Mountain View
23/01/2014,51,55,5,0,Mountain View
24/01/2014,50,61,6,0,Mountain View
25/01/2014,54,57,3,0,Mountain View
26/01/2014,54,59,3,0,Mountain View
27/01/2014,53,74,3,0,Mountain View
28/01/2014,57,76,4,0,Mountain View
29/01/2014,60,80,2,0,Mountain View
30/01/2014,56,70,3,0.04,Mountain View
31/01/2014,51,63,6,0,Mountain View
01/02/2014,47,61,6,0,Mountain View
02/02/2014,48,71,7,0.08,Mountain View
03/02/2014,48,70,3,0,Mountain View
04/02/2014,46,68,2,0,Mountain View
05/02/2014,47,69,3,0,Mountain View
06/02/2014,51,78,5,0.45,Mountain View
07/02/2014,53,80,5,0.04,Mountain View
08/02/2014,59,76,7,0.04,Mountain View
09/02/2014,60,76,4,0.02,Mountain View
10/02/2014,56,79,2,0,Mountain View
11/02/2014,54,77,1,0,Mountain View
12/02/2014,54,75,2,0,Mountain View
13/02/2014,58,77,2,0,Mountain View
14/02/2014,58,78,2,0,Mountain View
15/02/2014,55,78,1,0,Mountain View
16/02/2014,56,63,4,0.02,Mountain View
17/02/2014,50,67,5,0,Mountain View
18/02/2014,53,69,5,0,Mountain View
19/02/2014,56,66,6,0.02,Mountain View
20/02/2014,54,60,4,0,Mountain View
21/02/2014,55,60,2,0,Mountain View
22/02/2014,55,66,2,0,Mountain View
23/02/2014,56,70,2,0,Mountain View
24/02/2014,57,64,3,0,Mountain View
25/02/2014,56,70,4,0,Mountain View
26/02/2014,56,78,8,0.78,Mountain View
27/02/2014,60,67,10,0.02,Mountain View
28/02/2014,56,77,6,0.88,Mountain View
29/08/2013,72,69,7,0,San Jose
30/08/2013,76,65,5,0,San Jose
31/08/2013,71,66,8,0,San Jose
01/09/2013,72,62,7,0,San Jose
02/09/2013,73,68,8,0,San Jose
03/09/2013,70,58,8,0,San Jose
04/09/2013,69,62,8,0,San Jose
05/09/2013,68,60,8,0,San Jose
06/09/2013,72,54,5,0,San Jose
07/09/2013,78,45,6,0,San Jose
08/09/2013,74,59,5,0,San Jose
09/09/2013,75,60,5,0,San Jose
10/09/2013,70,65,7,0,San Jose
11/09/2013,68,65,8,0,San Jose
12/09/2013,69,71,6,0,San Jose
13/09/2013,67,72,8,0,San Jose
14/09/2013,66,72,8,0,San Jose
15/09/2013,68,68,8,0,San Jose
16/09/2013,71,68,8,0,San Jose
17/09/2013,66,58,8,0,San Jose
18/09/2013,69,54,6,0,San Jose
19/09/2013,71,48,6,0,San Jose
20/09/2013,66,65,7,0,San Jose
21/09/2013,64,79,7,0.66,San Jose
22/09/2013,63,69,7,0,San Jose
23/09/2013,67,63,6,0,San Jose
24/09/2013,67,66,10,0,San Jose
25/09/2013,63,57,12,0,San Jose
26/09/2013,63,50,8,0,San Jose
27/09/2013,64,50,5,0,San Jose
28/09/2013,67,53,6,0,San Jose
29/09/2013,66,70,6,0,San Jose
30/09/2013,67,74,7,0,San Jose
01/10/2013,63,58,5,0,San Jose
02/10/2013,64,57,6,0,San Jose
03/10/2013,62,46,10,0,San Jose
04/10/2013,70,25,6,0,San Jose
05/10/2013,67,31,3,0,San Jose
06/10/2013,67,32,4,0,San Jose
07/10/2013,68,38,5,0,San Jose
08/10/2013,63,56,6,0,San Jose
09/10/2013,59,66,6,0,San Jose
10/10/2013,62,59,7,0,San Jose
11/10/2013,58,73,5,0,San Jose
12/10/2013,59,68,5,0,San Jose
13/10/2013,60,64,6,0,San Jose
14/10/2013,63,50,4,0,San Jose
15/10/2013,63,43,5,0,San Jose
16/10/2013,66,39,3,0,San Jose
17/10/2013,65,39,4,0,San Jose
18/10/2013,64,54,3,0,San Jose
19/10/2013,64,57,2,0,San Jose
20/10/2013,62,67,3,0,San Jose
21/10/2013,61,74,3,0,San Jose
22/10/2013,62,72,3,0,San Jose
23/10/2013,60,82,4,0,San Jose
24/10/2013,55,84,2,0,San Jose
25/10/2013,58,69,2,0,San Jose
26/10/2013,61,66,2,0,San Jose
27/10/2013,57,78,8,0,San Jose
28/10/2013,59,60,8,0,San Jose
29/10/2013,56,71,6,0,San Jose
30/10/2013,56,67,5,0,San Jose
31/10/2013,58,62,4,0,San Jose
01/11/2013,61,52,2,0,San Jose
02/11/2013,57,62,6,0,San Jose
03/11/2013,55,59,7,0,San Jose
04/11/2013,54,53,6,0,San Jose
05/11/2013,58,49,6,0,San Jose
06/11/2013,60,44,2,0,San Jose
07/11/2013,62,50,3,0,San Jose
08/11/2013,58,72,3,0,San Jose
09/11/2013,61,56,3,0,San Jose
10/11/2013,55,76,4,0,San Jose
11/11/2013,59,74,2,0,San Jose
12/11/2013,62,61,3,0,San Jose
13/11/2013,60,63,3,0,San Jose
14/11/2013,57,84,4,0,San Jose
15/11/2013,55,64,4,0,San Jose
16/11/2013,52,66,6,0,San Jose
17/11/2013,54,73,4,0,San Jose
18/11/2013,53,72,5,0,San Jose
19/11/2013,57,78,8,0.29,San Jose
20/11/2013,58,89,9,0.47,San Jose
21/11/2013,56,63,8,0.01,San Jose
22/11/2013,58,31,7,0,San Jose
23/11/2013,53,50,2,0,San Jose
24/11/2013,53,62,3,0,San Jose
25/11/2013,53,64,2,0,San Jose
26/11/2013,53,66,1,0,San Jose
27/11/2013,54,68,2,0,San Jose
28/11/2013,57,62,3,0,San Jose
29/11/2013,57,60,2,0,San Jose
30/11/2013,53,67,3,0,San Jose
01/12/2013,55,65,3,0,San Jose
02/12/2013,53,77,4,0,San Jose
03/12/2013,49,70,10,0,San Jose
04/12/2013,43,53,4,0,San Jose
05/12/2013,41,50,3,0,San Jose
06/12/2013,42,61,6,0.04,San Jose
07/12/2013,42,66,10,0.09,San Jose
08/12/2013,39,57,4,0,San Jose
09/12/2013,38,48,3,0,San Jose
10/12/2013,41,55,1,0,San Jose
11/12/2013,44,53,1,0,San Jose
12/12/2013,44,58,1,0,San Jose
13/12/2013,47,65,2,0,San Jose
14/12/2013,48,63,1,0,San Jose
15/12/2013,47,64,1,0,San Jose
16/12/2013,52,57,1,0,San Jose
17/12/2013,53,54,1,0,San Jose
18/12/2013,53,68,3,0,San Jose
19/12/2013,50,66,7,0,San Jose
20/12/2013,48,37,3,0,San Jose
21/12/2013,48,63,3,0,San Jose
22/12/2013,52,63,3,0,San Jose
23/12/2013,51,62,2,0,San Jose
24/12/2013,54,59,3,0,San Jose
25/12/2013,52,59,2,0,San Jose
26/12/2013,53,57,2,0,San Jose
27/12/2013,48,67,1,0,San Jose
28/12/2013,51,59,3,0,San Jose
29/12/2013,52,47,2,0,San Jose
30/12/2013,50,50,2,0,San Jose
31/12/2013,48,72,2,0,San Jose
01/01/2014,49,62,1,0,San Jose
02/01/2014,52,57,1,0,San Jose
03/01/2014,52,53,2,0,San Jose
04/01/2014,52,57,3,0,San Jose
05/01/2014,51,45,1,0,San Jose
06/01/2014,50,53,1,0,San Jose
07/01/2014,54,58,3,0,San Jose
08/01/2014,54,82,5,0,San Jose
09/01/2014,53,79,4,0.01,San Jose
10/01/2014,52,69,2,0,San Jose
11/01/2014,51,78,3,0,San Jose
12/01/2014,52,72,6,0,San Jose
13/01/2014,56,48,3,0,San Jose
14/01/2014,57,43,3,0,San Jose
15/01/2014,55,37,2,0,San Jose
16/01/2014,56,40,1,0,San Jose
17/01/2014,54,42,2,0,San Jose
18/01/2014,54,46,1,0,San Jose
19/01/2014,53,43,1,0,San Jose
20/01/2014,54,44,1,0,San Jose
21/01/2014,53,47,2,0,San Jose
22/01/2014,55,51,3,0,San Jose
23/01/2014,54,52,2,0,San Jose
24/01/2014,53,58,1,0,San Jose
25/01/2014,58,50,2,0,San Jose
26/01/2014,58,58,4,0,San Jose
27/01/2014,55,74,2,0,San Jose
28/01/2014,58,73,4,0,San Jose
29/01/2014,62,84,4,0.01,San Jose
30/01/2014,56,74,8,0.1,San Jose
31/01/2014,52,60,6,0,San Jose
01/02/2014,49,52,4,0,San Jose
02/02/2014,48,80,10,0.08,San Jose
03/02/2014,48,68,6,0,San Jose
04/02/2014,46,68,5,0,San Jose
05/02/2014,47,64,5,0.01,San Jose
06/02/2014,50,86,10,0.61,San Jose
07/02/2014,51,92,10,0.14,San Jose
08/02/2014,57,79,13,0.02,San Jose
09/02/2014,60,80,10,0.05,San Jose
10/02/2014,57,86,5,0.01,San Jose
11/02/2014,56,80,3,0,San Jose
12/02/2014,56,78,3,0,San Jose
13/02/2014,59,80,4,0,San Jose
14/02/2014,58,82,4,0,San Jose
15/02/2014,56,80,6,0.02,San Jose
16/02/2014,55,67,5,0.04,San Jose
17/02/2014,50,64,6,0,San Jose
18/02/2014,54,64,4,0,San Jose
19/02/2014,56,72,8,0.01,San Jose
20/02/2014,55,59,4,0,San Jose
21/02/2014,57,54,4,0,San Jose
22/02/2014,57,60,5,0,San Jose
23/02/2014,57,64,3,0,San Jose
24/02/2014,59,61,3,0,San Jose
25/02/2014,55,76,6,0,San Jose
26/02/2014,57,83,13,0.68,San Jose
27/02/2014,59,66,10,0.01,San Jose
28/02/2014,57,78,12,0.97,San Jose
01/03/2014,62,63,10,0.03,San Francisco
02/03/2014,57,75,9,0.02,San Francisco
03/03/2014,56,77,6,0.1,San Francisco
04/03/2014,61,77,5,0,San Francisco
05/03/2014,60,73,6,0.26,San Francisco
06/03/2014,58,80,8,0.01,San Francisco
07/03/2014,57,67,6,0,San Francisco
08/03/2014,59,63,4,0,San Francisco
09/03/2014,63,69,6,0,San Francisco
10/03/2014,62,66,8,0,San Francisco
11/03/2014,61,40,11,0,San Francisco
12/03/2014,66,26,16,0,San Francisco
13/03/2014,58,58,6,0,San Francisco
14/03/2014,60,68,7,0,San Francisco
15/03/2014,62,63,6,0,San Francisco
16/03/2014,60,68,8,0,San Francisco
17/03/2014,59,60,11,0,San Francisco
18/03/2014,57,55,5,0,San Francisco
19/03/2014,59,52,6,0,San Francisco
20/03/2014,60,61,8,0,San Francisco
21/03/2014,56,69,8,0,San Francisco
22/03/2014,58,64,8,0,San Francisco
23/03/2014,57,68,7,0,San Francisco
24/03/2014,59,58,6,0,San Francisco
25/03/2014,54,75,8,0.15,San Francisco
26/03/2014,58,77,12,0.63,San Francisco
27/03/2014,61,61,9,0,San Francisco
28/03/2014,63,63,9,0.01,San Francisco
29/03/2014,57,79,12,0.87,San Francisco
30/03/2014,56,64,10,0,San Francisco
31/03/2014,53,76,13,0.57,San Francisco
01/04/2014,52,72,13,0.69,San Francisco
02/04/2014,53,68,8,0,San Francisco
03/04/2014,54,69,8,0,San Francisco
04/04/2014,56,71,8,0.32,San Francisco
05/04/2014,56,71,7,0,San Francisco
06/04/2014,61,71,5,0,San Francisco
07/04/2014,65,62,6,0,San Francisco
08/04/2014,67,70,6,0,San Francisco
09/04/2014,59,75,8,0,San Francisco
10/04/2014,63,71,7,0,San Francisco
11/04/2014,58,75,9,0,San Francisco
12/04/2014,59,69,11,0,San Francisco
13/04/2014,61,69,9,0,San Francisco
14/04/2014,59,73,8,0,San Francisco
15/04/2014,59,70,8,0,San Francisco
16/04/2014,62,64,8,0,San Francisco
17/04/2014,58,75,7,0,San Francisco
18/04/2014,58,70,8,0,San Francisco
19/04/2014,59,69,12,0,San Francisco
20/04/2014,63,60,6,0,San Francisco
21/04/2014,59,63,9,0,San Francisco
22/04/2014,59,60,19,0,San Francisco
23/04/2014,56,56,9,0,San Francisco
24/04/2014,59,71,9,0.02,San Francisco
25/04/2014,55,74,12,0.57,San Francisco
26/04/2014,53,63,10,0,San Francisco
27/04/2014,58,57,13,0,San Francisco
28/04/2014,59,67,7,0,San Francisco
29/04/2014,67,52,4,0,San Francisco
30/04/2014,73,53,5,0,San Francisco
01/05/2014,71,45,6,0,San Francisco
02/05/2014,63,71,8,0,San Francisco
03/05/2014,61,69,16,0,San Francisco
04/05/2014,63,66,15,0,San Francisco
05/05/2014,61,64,17,0,San Francisco
06/05/2014,61,58,11,0,San Francisco
07/05/2014,58,64,12,0,San Francisco
08/05/2014,60,73,10,0,San Francisco
09/05/2014,62,64,16,0,San Francisco
10/05/2014,61,53,12,0,San Francisco
11/05/2014,65,45,10,0,San Francisco
12/05/2014,66,50,6,0,San Francisco
13/05/2014,74,43,5,0,San Francisco
14/05/2014,75,43,6,0,San Francisco
15/05/2014,70,47,6,0,San Francisco
16/05/2014,63,65,12,0,San Francisco
17/05/2014,61,71,13,0,San Francisco
18/05/2014,63,64,16,0,San Francisco
19/05/2014,62,65,16,0,San Francisco
20/05/2014,63,64,11,0,San Francisco
21/05/2014,63,68,11,0,San Francisco
22/05/2014,62,72,11,0,San Francisco
23/05/2014,61,72,10,0,San Francisco
24/05/2014,61,71,10,0,San Francisco
25/05/2014,65,61,8,0,San Francisco
26/05/2014,62,71,8,0,San Francisco
27/05/2014,61,64,8,0,San Francisco
28/05/2014,62,57,9,0,San Francisco
29/05/2014,64,55,8,0,San Francisco
30/05/2014,59,70,12,0,San Francisco
31/05/2014,61,71,10,0,San Francisco
01/06/2014,62,71,9,0,San Francisco
02/06/2014,60,73,11,0,San Francisco
03/06/2014,60,68,11,0,San Francisco
04/06/2014,61,71,8,0,San Francisco
05/06/2014,60,74,11,0,San Francisco
06/06/2014,61,74,10,0,San Francisco
07/06/2014,63,71,8,0,San Francisco
08/06/2014,70,61,7,0,San Francisco
09/06/2014,68,67,10,0,San Francisco
10/06/2014,63,73,10,0,San Francisco
11/06/2014,64,66,12,0,San Francisco
12/06/2014,61,68,14,0,San Francisco
13/06/2014,64,65,8,0,San Francisco
14/06/2014,67,63,9,0,San Francisco
15/06/2014,61,66,13,0,San Francisco
16/06/2014,61,70,14,0,San Francisco
17/06/2014,62,56,7,0,San Francisco
18/06/2014,68,53,7,0,San Francisco
19/06/2014,61,70,9,0,San Francisco
20/06/2014,64,66,10,0,San Francisco
21/06/2014,59,70,8,0,San Francisco
22/06/2014,60,67,12,0,San Francisco
23/06/2014,63,67,9,0,San Francisco
24/06/2014,62,71,10,0,San Francisco
25/06/2014,63,79,13,0,San Francisco
26/06/2014,65,74,12,0,San Francisco
27/06/2014,64,76,9,0,San Francisco
28/06/2014,65,72,9,0,San Francisco
29/06/2014,67,62,8,0,San Francisco
30/06/2014,70,63,9,0,San Francisco
01/07/2014,64,73,10,0,San Francisco
02/07/2014,64,72,11,0,San Francisco
03/07/2014,62,71,10,0,San Francisco
04/07/2014,61,76,9,0,San Francisco
05/07/2014,63,73,7,0,San Francisco
06/07/2014,62,73,10,0,San Francisco
07/07/2014,62,76,9,0,San Francisco
08/07/2014,63,78,9,0,San Francisco
09/07/2014,64,77,8,0,San Francisco
10/07/2014,67,71,9,0,San Francisco
11/07/2014,67,69,13,0,San Francisco
12/07/2014,64,69,12,0,San Francisco
13/07/2014,65,74,8,0,San Francisco
14/07/2014,67,70,9,0,San Francisco
15/07/2014,68,73,11,0,San Francisco
16/07/2014,68,74,14,0,San Francisco
17/07/2014,68,68,13,0,San Francisco
18/07/2014,67,73,12,0,San Francisco
19/07/2014,67,71,10,0,San Francisco
20/07/2014,68,73,11,0,San Francisco
21/07/2014,69,68,11,0,San Francisco
22/07/2014,70,64,10,0.01,San Francisco
23/07/2014,70,68,9,0,San Francisco
24/07/2014,73,63,7,0,San Francisco
25/07/2014,75,53,8,0,San Francisco
26/07/2014,69,66,11,0,San Francisco
27/07/2014,70,67,11,0,San Francisco
28/07/2014,67,71,10,0,San Francisco
29/07/2014,68,67,11,0,San Francisco
30/07/2014,66,71,11,0,San Francisco
31/07/2014,65,72,9,0,San Francisco
01/08/2014,65,74,9,0,San Francisco
02/08/2014,64,76,10,0,San Francisco
03/08/2014,65,72,11,0,San Francisco
04/08/2014,67,71,10,0,San Francisco
05/08/2014,68,71,7,0,San Francisco
06/08/2014,69,71,8,0,San Francisco
07/08/2014,65,73,7,0,San Francisco
08/08/2014,66,69,11,0,San Francisco
09/08/2014,63,74,12,0,San Francisco
10/08/2014,67,71,9,0,San Francisco
11/08/2014,67,69,9,0,San Francisco
12/08/2014,68,66,10,0,San Francisco
13/08/2014,68,69,9,0,San Francisco
14/08/2014,66,71,9,0,San Francisco
15/08/2014,66,70,9,0,San Francisco
16/08/2014,67,73,9,0,San Francisco
17/08/2014,65,73,10,0,San Francisco
18/08/2014,64,76,11,0,San Francisco
19/08/2014,67,71,10,0,San Francisco
20/08/2014,68,71,10,0,San Francisco
21/08/2014,68,71,8,0,San Francisco
22/08/2014,69,74,8,0,San Francisco
23/08/2014,68,64,9,0,San Francisco
24/08/2014,67,69,11,0,San Francisco
25/08/2014,68,63,11,0,San Francisco
26/08/2014,69,64,9,0,San Francisco
27/08/2014,68,69,9,0,San Francisco
28/08/2014,68,74,9,0,San Francisco
29/08/2014,67,75,7,0,San Francisco
30/08/2014,68,71,8,0,San Francisco
31/08/2014,69,69,8,0,San Francisco
01/03/2014,58,85,9,0.01,Redwood City
02/03/2014,55,87,2,0,Redwood City
03/03/2014,54,87,2,0,Redwood City
04/03/2014,60,86,4,0,Redwood City
05/03/2014,63,85,3,0.02,Redwood City
06/03/2014,58,86,5,0,Redwood City
07/03/2014,58,76,3,0,Redwood City
08/03/2014,60,75,2,0,Redwood City
09/03/2014,64,65,2,0,Redwood City
10/03/2014,60,70,5,0,Redwood City
11/03/2014,59,51,6,0,Redwood City
12/03/2014,63,39,9,0,Redwood City
13/03/2014,64,47,2,0,Redwood City
14/03/2014,58,72,3,0,Redwood City
15/03/2014,62,71,2,0,Redwood City
16/03/2014,62,70,2,0,Redwood City
17/03/2014,60,66,10,0,Redwood City
18/03/2014,57,58,1,0,Redwood City
19/03/2014,58,52,2,0,Redwood City
20/03/2014,61,57,2,0,Redwood City
21/03/2014,55,71,3,0,Redwood City
22/03/2014,56,73,3,0,Redwood City
23/03/2014,57,75,2,0,Redwood City
24/03/2014,62,67,3,0,Redwood City
25/03/2014,53,66,5,0,Redwood City
26/03/2014,55,79,6,0,Redwood City
27/03/2014,58,71,3,0.03,Redwood City
28/03/2014,60,71,4,0,Redwood City
29/03/2014,55,82,7,0,Redwood City
30/03/2014,54,78,6,0,Redwood City
31/03/2014,50,84,4,0,Redwood City
01/04/2014,50,86,7,0,Redwood City
02/04/2014,52,76,4,0.02,Redwood City
03/04/2014,53,75,3,0,Redwood City
04/04/2014,54,79,7,0.04,Redwood City
05/04/2014,56,75,5,0,Redwood City
06/04/2014,62,69,1,0,Redwood City
07/04/2014,66,62,1,0,Redwood City
08/04/2014,70,68,3,0,Redwood City
09/04/2014,60,77,4,0,Redwood City
10/04/2014,62,82,2,0,Redwood City
11/04/2014,60,80,4,0,Redwood City
12/04/2014,58,73,4,0,Redwood City
13/04/2014,61,73,4,0,Redwood City
14/04/2014,60,77,4,0,Redwood City
15/04/2014,60,72,5,0,Redwood City
16/04/2014,64,66,3,0,Redwood City
17/04/2014,60,70,5,0,Redwood City
18/04/2014,58,69,7,0,Redwood City
19/04/2014,58,71,5,0,Redwood City
20/04/2014,66,63,3,0,Redwood City
21/04/2014,58,61,4,0,Redwood City
22/04/2014,55,66,11,0,Redwood City
23/04/2014,57,64,9,0,Redwood City
24/04/2014,60,78,6,0,Redwood City
25/04/2014,54,79,7,0,Redwood City
26/04/2014,54,69,11,0,Redwood City
27/04/2014,58,67,5,0,Redwood City
28/04/2014,60,59,5,0,Redwood City
29/04/2014,70,50,1,0,Redwood City
30/04/2014,74,47,2,0,Redwood City
01/05/2014,72,43,4,0,Redwood City
02/05/2014,67,55,2,0,Redwood City
03/05/2014,60,73,7,0,Redwood City
04/05/2014,60,72,7,0,Redwood City
05/05/2014,60,69,11,0,Redwood City
06/05/2014,58,64,13,0,Redwood City
07/05/2014,56,73,8,0,Redwood City
08/05/2014,60,75,6,0,Redwood City
09/05/2014,60,75,8,0,Redwood City
10/05/2014,58,64,10,0,Redwood City
11/05/2014,64,49,7,0,Redwood City
12/05/2014,68,41,1,0,Redwood City
13/05/2014,75,33,2,0,Redwood City
14/05/2014,76,31,4,0,Redwood City
15/05/2014,74,31,2,0,Redwood City
16/05/2014,68,60,5,0,Redwood City
17/05/2014,60,72,8,0,Redwood City
18/05/2014,62,66,12,0,Redwood City
19/05/2014,60,71,13,0,Redwood City
20/05/2014,60,74,7,0,Redwood City
21/05/2014,64,75,7,0,Redwood City
22/05/2014,63,76,6,0,Redwood City
23/05/2014,64,73,7,0,Redwood City
24/05/2014,63,68,6,0,Redwood City
25/05/2014,68,62,5,0,Redwood City
26/05/2014,68,59,4,0,Redwood City
27/05/2014,62,57,9,0,Redwood City
28/05/2014,64,47,8,0,Redwood City
29/05/2014,66,48,3,0,Redwood City
30/05/2014,58,71,7,0,Redwood City
31/05/2014,62,74,8,0,Redwood City
01/06/2014,64,72,4,0,Redwood City
02/06/2014,60,74,5,0,Redwood City
03/06/2014,60,74,5,0,Redwood City
04/06/2014,66,77,3,0,Redwood City
05/06/2014,64,76,4,0,Redwood City
06/06/2014,63,77,5,0,Redwood City
07/06/2014,64,78,4,0,Redwood City
08/06/2014,76,68,2,0,Redwood City
09/06/2014,74,68,3,0,Redwood City
10/06/2014,67,76,5,0,Redwood City
11/06/2014,65,73,5,0,Redwood City
12/06/2014,60,73,9,0,Redwood City
13/06/2014,66,65,5,0,Redwood City
14/06/2014,68,64,5,0,Redwood City
15/06/2014,62,70,9,0,Redwood City
16/06/2014,58,72,12,0,Redwood City
17/06/2014,62,56,3,0,Redwood City
18/06/2014,70,47,2,0,Redwood City
19/06/2014,64,64,5,0,Redwood City
20/06/2014,68,64,5,0,Redwood City
21/06/2014,62,64,5,0,Redwood City
22/06/2014,60,75,6,0,Redwood City
23/06/2014,64,68,6,0,Redwood City
24/06/2014,65,66,4,0,Redwood City
25/06/2014,62,80,6,0,Redwood City
26/06/2014,66,78,7,0,Redwood City
27/06/2014,67,77,6,0,Redwood City
28/06/2014,67,71,8,0,Redwood City
29/06/2014,72,60,5,0,Redwood City
30/06/2014,76,61,3,0,Redwood City
01/07/2014,67,75,5,0,Redwood City
02/07/2014,65,75,6,0,Redwood City
03/07/2014,67,69,6,0,Redwood City
04/07/2014,66,75,4,0,Redwood City
05/07/2014,68,76,4,0,Redwood City
06/07/2014,64,75,4,0,Redwood City
07/07/2014,68,75,4,0,Redwood City
08/07/2014,66,76,4,0,Redwood City
09/07/2014,67,77,4,0,Redwood City
10/07/2014,68,73,6,0,Redwood City
11/07/2014,66,73,6,0,Redwood City
12/07/2014,66,77,8,0,Redwood City
13/07/2014,67,77,7,0,Redwood City
14/07/2014,70,73,3,0,Redwood City
15/07/2014,70,74,4,0,Redwood City
16/07/2014,70,72,5,0,Redwood City
17/07/2014,68,71,4,0,Redwood City
18/07/2014,66,73,3,0,Redwood City
19/07/2014,68,73,4,0,Redwood City
20/07/2014,70,74,5,0,Redwood City
21/07/2014,70,70,4,0,Redwood City
22/07/2014,68,71,6,0,Redwood City
23/07/2014,70,73,5,0,Redwood City
24/07/2014,74,63,4,0,Redwood City
25/07/2014,78,60,2,0,Redwood City
26/07/2014,73,67,4,0,Redwood City
27/07/2014,71,71,4,0,Redwood City
28/07/2014,70,74,5,0,Redwood City
29/07/2014,69,74,5,0,Redwood City
30/07/2014,67,77,4,0,Redwood City
31/07/2014,66,82,3,0,Redwood City
01/08/2014,68,78,3,0,Redwood City
02/08/2014,67,81,5,0,Redwood City
03/08/2014,65,77,6,0,Redwood City
04/08/2014,65,77,6,0,Redwood City
05/08/2014,68,75,5,0,Redwood City
06/08/2014,72,74,5,0,Redwood City
07/08/2014,68,74,6,0,Redwood City
08/08/2014,68,70,4,0,Redwood City
09/08/2014,65,73,7,0,Redwood City
10/08/2014,66,77,6,0,Redwood City
11/08/2014,68,73,4,0,Redwood City
12/08/2014,67,72,3,0,Redwood City
13/08/2014,68,74,6,0,Redwood City
14/08/2014,70,77,4,0,Redwood City
15/08/2014,69,77,4,0,Redwood City
16/08/2014,68,78,4,0,Redwood City
17/08/2014,70,79,4,0,Redwood City
18/08/2014,65,79,5,0,Redwood City
19/08/2014,67,77,8,0,Redwood City
20/08/2014,68,73,3,0,Redwood City
21/08/2014,68,74,3,0,Redwood City
22/08/2014,68,75,3,0,Redwood City
23/08/2014,66,73,4,0,Redwood City
24/08/2014,68,72,3,0,Redwood City
25/08/2014,68,71,3,0,Redwood City
26/08/2014,67,70,3,0,Redwood City
27/08/2014,71,71,3,0,Redwood City
28/08/2014,68,77,4,0,Redwood City
29/08/2014,68,77,4,0,Redwood City
30/08/2014,72,71,4,0,Redwood City
31/08/2014,70,68,4,0,Redwood City
01/03/2014,62,70,12,0,Palo Alto
02/03/2014,60,74,9,0,Palo Alto
03/03/2014,56,81,6,0,Palo Alto
04/03/2014,60,83,6,0,Palo Alto
05/03/2014,63,,8,0,Palo Alto
06/03/2014,60,75,7,0,Palo Alto
07/03/2014,56,64,6,0,Palo Alto
08/03/2014,60,64,6,0,Palo Alto
09/03/2014,65,65,5,0,Palo Alto
10/03/2014,63,62,11,0,Palo Alto
11/03/2014,63,37,15,0,Palo Alto
12/03/2014,67,37,12,0,Palo Alto
13/03/2014,62,50,8,0,Palo Alto
14/03/2014,58,72,7,0,Palo Alto
15/03/2014,63,93,7,0,Palo Alto
16/03/2014,60,66,8,0,Palo Alto
17/03/2014,62,58,11,0,Palo Alto
18/03/2014,60,37,6,0,Palo Alto
19/03/2014,58,47,5,0,Palo Alto
20/03/2014,60,64,8,0,Palo Alto
21/03/2014,60,68,7,0,Palo Alto
22/03/2014,57,64,8,0,Palo Alto
23/03/2014,60,70,6,0,Palo Alto
24/03/2014,58,67,7,0,Palo Alto
25/03/2014,56,71,8,0,Palo Alto
26/03/2014,58,74,8,0,Palo Alto
